pCD3z(),pSLP76(),pErk(),pS6()
4.34036,1.2675,1.38658,11.8637
1.40245,0.405971,0.64493,4.94642
2.9687,2.76895,6.10691,23.5246
2.92111,0.801264,0.989904,3.52061
1.81173,0.396377,0.42116,2.20278
1.40245,0.23073,0.190599,0.819787
2.19985,0.670325,1.01152,5.96561
1.73241,0.450224,0.596139,5.96393
2.68845,0.718712,0.789006,3.28858
3.47527,1.23276,1.74166,6.15807
2.82487,0.930947,1.38436,5.72883
3.49854,1.0242,1.42939,6.1251
4.6386,1.4008,1.63847,12.9999
3.94378,1.02116,0.956512,6.69254
2.0391,0.429242,0.37141,0.964368
5.41168,1.53634,1.55082,3.75455
2.77411,0.78594,0.994189,3.93356
2.05391,0.583621,0.83982,4.84465
2.27811,0.56415,0.623755,1.83232
2.95813,0.724899,0.664975,1.95961
1.99257,0.428568,0.406582,1.5629
4.12462,1.30435,1.69066,8.53461
3.25742,0.936608,1.09007,4.12178
2.88621,0.892483,1.14425,6.66105
5.44129,1.99098,2.74701,13.489
3.17598,0.857528,0.919482,3.45191
4.97278,1.54269,1.81266,7.27636
1.46696,0.249914,0.283949,1.64165
2.02218,0.465717,0.486476,4.60777
3.03216,1.13897,1.8316,10.1489
2.76142,0.829302,1.05795,13.4614
4.352,1.57572,2.33112,10.7092
2.35108,0.97571,1.69137,7.07565
1.83605,0.605618,0.938816,3.1841
1.38764,0.294389,0.354448,1.75313
4.15212,1.41849,1.89559,12.6831
3.1855,0.977679,1.25671,8.53288
2.74027,0.771733,0.929561,4.26176
2.86189,0.674496,0.643253,6.58575
5.09018,1.41044,1.45828,3.98569
2.33416,0.595477,0.76268,3.24738
1.81596,0.625679,1.20169,10.9685
3.46787,1.51808,2.50485,8.61729
2.49068,0.874023,1.38344,5.93228
2.61125,0.654804,0.6736,4.00932
1.4236,0.312665,0.374836,2.3562
2.24744,0.991183,1.76767,7.08959
2.03487,0.580253,0.808186,4.42825
2.21889,1.02917,1.87901,8.15839
9.20833,2.61299,2.61365,8.40021
3.14849,1.2146,1.89907,13.1266
1.88364,0.498528,0.686168,2.64656
3.52181,1.08303,1.55789,7.33826
3.73226,1.03991,1.22044,5.41315
2.3458,0.653165,0.891236,10.7112
1.74087,1.00425,2.03479,9.54589
5.40322,1.56582,1.71279,8.68629
2.12688,1.09217,2.16254,10.1069
2.55942,0.583509,0.658869,4.14509
1.35169,0.546781,1.2639,7.49111
1.6605,0.830065,1.63664,6.37085
2.76248,0.814156,1.00303,6.09661
3.79677,1.22387,1.66338,6.65532
3.44989,1.23015,1.76367,6.31742
2.3807,0.560074,0.550815,3.91233
1.70703,0.632222,1.10041,4.19222
2.02959,0.668793,1.01986,4.87732
2.21677,0.630884,0.971035,5.48357
5.75856,1.8326,2.15679,6.34356
3.63285,1.04369,1.2621,8.81202
3.09984,1.11209,1.61527,5.51847
2.49597,0.996963,1.72207,11.3697
2.29186,0.644803,0.827453,12.7543
2.55625,0.928669,1.49115,10.2305
2.37224,0.592367,0.62534,3.44923
4.42391,1.51809,2.09327,6.8273
1.55051,0.317755,0.317145,0.779383
2.12159,0.738542,1.20927,6.26699
4.16904,1.33985,1.68767,4.82265
2.79949,0.932242,1.38507,6.90861
4.16375,1.77448,2.8502,11.2013
4.85011,1.39095,1.49531,4.89834
1.55897,0.316232,0.36247,3.32594
2.42088,1.00023,1.74118,6.47351
2.3532,0.874823,1.49959,262.127
1.61608,0.549045,0.993878,20.6502
4.75281,1.42379,1.58744,11.8008
2.55837,0.610681,0.582401,2.40902
1.69645,1.34188,3.17262,19.7764
2.79103,1.37015,2.47971,9.35736
2.3955,0.596217,0.685407,2.34449
1.59704,0.342326,0.383291,2.60679
2.44838,0.623472,0.698493,6.64066
3.05754,1.16344,1.80031,8.31073
2.18505,0.518289,0.544728,3.58387
2.8989,0.803203,0.982791,8.06173
4.02838,1.41779,2.03979,8.29262
1.93017,0.438134,0.477605,3.86167
5.33341,1.99081,2.85277,9.52467
2.24321,0.787342,1.22372,5.09772
3.1707,0.781129,0.820835,4.51302
1.44898,0.294347,0.328046,2.50991
1.99363,0.629742,0.991494,5.1983
4.3319,1.12955,1.04362,2.14437
1.77577,0.374508,0.349465,2.04216
4.444,1.42696,1.77427,7.03081
1.70809,0.331883,0.270903,1.77096
8.11586,2.67954,3.18387,7.55856
2.54779,0.80618,1.09408,9.02185
2.05179,0.473968,0.510162,1.85
2.02112,0.595191,0.821277,2.53428
4.11299,1.06955,1.01037,3.10521
1.69434,0.340101,0.348488,1.53518
1.72183,0.454081,0.657252,5.34791
1.31467,0.655639,1.47147,11.485
6.10121,1.81475,1.94412,4.97763
1.63511,0.546318,0.889241,5.20781
1.57695,0.325369,0.345211,3.36789
2.31196,0.535561,0.511439,1.55806
1.80855,0.511629,0.720538,15.1232
3.93214,1.08577,1.30382,4.91616
8.32104,2.45084,2.46238,6.05707
3.55459,1.10582,1.40536,7.30258
1.72924,0.575001,0.922229,5.13906
2.8418,0.823881,1.10295,15.188
4.06751,1.58039,2.48738,9.74059
2.34791,0.826382,1.36665,5.30429
2.26965,0.669069,0.89327,7.22768
2.48857,1.33554,2.56715,9.12205
3.3177,0.990601,1.27618,4.24003
2.04016,0.433776,0.412045,5.02775
3.21829,1.03905,1.4632,8.61357
5.59781,1.87079,2.38207,12.8581
4.93789,1.42195,1.50412,6.33336
2.59221,0.730158,0.885048,6.82531
2.66941,0.687704,0.746096,5.71715
2.25273,0.721788,1.13577,5.80126
1.31256,0.256104,0.311225,1.98019
1.92489,0.807178,1.66338,8.80297
1.47225,0.610885,1.15847,4.22656
2.42194,0.874505,1.34403,8.39214
2.07083,0.493263,0.528925,3.11097
2.26436,0.646399,0.845148,2.6263
3.213,1.14773,1.66465,8.77294
1.77471,0.618309,1.01659,5.78695
3.17281,0.917959,1.07972,6.82592
1.60339,0.628173,1.13123,4.00175
3.91734,1.03464,1.00462,2.30117
2.4928,0.816558,1.15522,4.14342
1.6679,0.413859,0.521698,1.85555
1.58012,0.305547,0.33892,4.00841
1.52301,1.11824,2.474,8.77121
2.46001,1.14488,2.04678,11.1445
1.88258,0.372949,0.304271,0.836052
2.2062,0.879327,1.72392,12.6457
4.44506,1.42993,1.77684,5.85122
1.7377,0.979566,1.99005,10.5407
5.24246,1.97027,2.85673,36.8286
2.34474,0.556322,0.554478,5.23535
2.51289,0.592048,0.58618,1.82482
2.82593,0.902057,1.25124,6.5571
3.18233,0.782898,0.897987,5.10844
1.73241,0.400713,0.456146,4.98044
3.7587,1.20934,1.53335,5.85769
1.32736,0.437344,0.789166,3.32682
2.4378,0.676998,0.834942,3.01482
6.71776,2.59996,3.85657,17.8366
1.48177,0.361965,0.480443,1.79081
2.68104,0.819107,1.05779,4.42102
4.19971,1.67984,2.56575,11.704
8.7779,2.5041,2.43787,6.1248
4.00935,1.15999,1.33376,4.4571
2.59855,1.08816,1.82953,9.86028
2.12477,0.773542,1.27673,4.30654
1.92806,1.13159,2.52479,11.4915
2.71066,0.693664,0.7203,6.11023
2.48434,0.879303,1.33566,4.84336
1.92912,0.428912,0.614678,41.7721
2.01161,0.890339,1.62619,7.63199
2.55942,1.51812,2.9797,16.2836
3.10407,0.796297,0.779902,3.75986
1.76414,0.344312,0.295851,4.95402
2.23898,0.918988,1.66967,9.54998
2.65989,0.833385,1.11429,3.34555
2.0391,0.454076,0.433909,2.15572
2.23264,0.637825,0.813023,5.48406
3.47951,0.960077,1.02032,5.74484
2.17447,0.701293,1.07576,3.90419
2.78151,0.830484,1.04409,3.05041
3.44989,1.24874,2.02792,9.17015
1.41197,0.243579,0.199365,0.740988
1.98305,0.454454,0.49025,1.63902
4.02627,1.13023,1.29974,4.24282
2.42088,0.60164,0.674129,4.76628
2.19245,0.640614,0.882757,5.10978
2.59115,0.755611,1.00612,5.11102
2.27706,0.587886,0.710939,9.87744
2.42088,1.09659,1.94005,9.25996
2.9761,0.863207,1.1798,5.15357
3.11993,0.845255,0.962308,3.52092
2.423,0.607425,0.877656,7.84792
2.17658,0.533865,0.806564,4.99357
2.21889,0.830188,1.37557,6.44851
1.92383,0.484492,0.612382,2.0621
1.79798,0.742582,1.33317,4.99124
1.69116,0.567806,0.908355,4.50808
1.7028,0.498353,0.766216,6.32453
2.44944,0.588803,0.588088,4.90913
1.7377,0.346226,0.334815,2.34699
3.88243,1.0212,0.983407,5.04828
1.63617,0.51321,0.796414,3.91722
2.60702,0.614175,0.663255,3.46352
5.57665,1.62016,1.71221,7.16591
3.00677,0.865214,1.01332,4.1351
2.27811,0.55228,0.609031,4.29401
2.00103,0.784084,1.35517,4.63558
5.33024,1.75324,2.18401,6.74941
2.04862,0.573447,0.896089,5.6867
1.6753,0.583355,1.14954,6.04327
1.65944,0.336356,0.398819,3.76793
2.23792,1.02331,1.84429,54.5234
2.68528,0.616395,0.609303,2.49818
3.79677,1.0024,1.11249,6.95516
2.60173,0.737227,0.992093,3.84796
1.98622,0.683594,1.05947,3.63733
2.63345,0.98383,1.52602,8.02402
2.55625,0.766236,1.4823,11.324
2.25908,0.741656,1.41323,7.9534
2.58586,0.657971,0.67928,1.6177
2.28128,0.910426,1.56914,9.50693
4.54447,1.1697,1.0818,3.52592
2.70431,0.791879,0.984061,8.40108
1.96825,0.496559,0.594551,5.08649
2.93486,0.691217,0.801573,3.79695
2.34791,0.727205,1.01987,10.206
2.05708,0.531936,0.663744,2.53467
1.60021,0.441048,0.636253,2.63947
2.23052,0.705602,1.01675,6.91614
3.51123,1.42706,2.24353,11.2702
3.22146,0.931603,1.21794,7.56835
1.47225,0.47297,0.779251,2.86193
1.58752,0.467387,0.712121,3.44939
2.58798,1.0361,1.70205,6.98735
13.1499,3.94766,3.94932,7.28024
1.68905,0.567171,0.912038,4.59833
1.63511,0.497275,0.753279,2.42303
1.50398,0.337386,0.408719,2.24623
2.43992,0.68669,0.896724,3.1319
2.71383,1.14396,2.01053,8.63572
2.02218,0.714207,1.12336,5.69327
3.27539,1.08647,1.4662,6.38802
1.62771,0.391659,0.546219,2.76384
3.6191,1.17311,1.55499,8.5651
2.37647,0.677348,0.884138,3.94677
2.21466,0.624469,0.79502,2.49109
3.31558,0.938425,1.06303,3.43602
2.59432,0.801074,1.09785,3.5697
1.90162,0.425356,0.444172,4.3903
1.44264,0.465966,0.76576,2.8851
3.79572,1.38584,2.02357,7.60356
3.31347,1.22924,1.83309,6.9511
3.50171,1.62646,2.80435,14.6187
2.33945,1.40814,2.80132,9.5571
1.43946,0.316798,0.625027,6.58524
3.43086,0.988915,1.13819,3.69249
2.21043,0.62414,0.79142,4.01419
2.99726,1.03074,1.85036,9.79453
2.33522,0.749013,1.06703,6.10846
2.13217,0.481037,0.536794,2.89027
2.59961,1.06037,1.83287,6.55122
3.21934,0.948151,1.18666,12.5072
1.69857,0.382913,0.414948,6.91981
2.71594,0.793494,1.01704,3.29607
2.05391,0.639067,0.924236,3.99602
4.07386,1.53622,2.26694,13.2546
2.30244,0.674055,0.898953,3.83934
2.83228,0.745899,0.817439,3.86836
2.15967,0.526455,0.633628,2.76404
1.58647,0.293861,0.25337,1.44453
1.46062,0.29112,0.343936,1.63177
2.92534,0.725066,0.717362,5.54585
2.51395,0.877251,1.34138,5.34891
3.00043,1.41293,2.5208,12.1147
4.27162,1.43729,1.88446,11.0638
1.44792,0.35229,0.528281,2.59888
2.47376,0.947043,1.5958,7.8668
3.84119,1.17612,1.61363,12.8987
2.65672,0.669217,0.706021,3.11913
3.90992,1.17859,1.81264,12.6679
2.12054,0.614841,0.894454,5.94184
2.65566,0.765736,0.943046,4.09641
4.63648,1.54729,1.98956,6.22501
2.94332,0.819485,0.946955,3.00709
3.85494,1.11698,1.23679,6.01151
1.49234,0.270017,0.227474,3.32094
3.00889,0.873816,1.08089,3.91381
1.74087,0.60301,1.02118,7.48322
1.44898,0.251553,0.251408,2.71016
3.22886,0.877598,0.950411,4.32414
1.83605,0.361186,0.314659,24.493
4.59629,2.00974,3.31974,11.3613
2.59855,0.969931,1.73811,7.36956
1.36967,0.280566,0.33848,2.29207
2.31618,0.646316,0.8203,5.23139
1.50821,0.367704,0.627126,6.05522
2.03593,0.517475,0.62741,4.91529
1.89422,0.507164,0.675526,3.78197
3.87398,1.49129,2.2367,15.283
2.35743,0.797841,1.18761,4.19051
2.60278,0.906069,1.34403,3.98516
2.41454,0.58818,0.58359,2.66534
1.75991,0.491891,0.733685,9.88341
2.30456,0.520221,0.495471,2.00296
3.00994,0.838984,1.801,48.2653
1.58118,0.705068,1.34679,11.8388
2.22629,1.06403,2.00062,18.7711
3.21723,0.940335,1.1677,3.57495
1.42043,0.234714,0.189189,3.14936
4.74224,1.32785,1.3383,4.9424
2.2559,0.898448,1.53632,6.98036
1.52195,0.27296,0.259876,2.04569
2.24639,0.546986,0.567729,2.40561
1.79058,0.899357,1.76359,6.56677
2.75825,0.935181,1.32415,4.18935
4.36469,1.6409,2.40509,13.1852
1.31467,0.335143,0.485554,8.78131
1.32948,0.244465,0.254724,3.57122
4.0305,1.65536,2.61845,8.43174
2.16918,0.523842,0.568657,6.26025
4.52544,1.44576,1.81155,7.46529
1.90162,0.400366,0.557621,9.41865
2.37752,0.621909,0.701171,2.4723
4.95164,1.47434,1.66228,5.61168
2.12159,0.605631,1.00292,5.66744
2.02429,0.431988,0.398831,1.51892
5.09335,2.56826,4.45701,14.5298
2.74238,0.69724,0.710343,1.93589
2.1089,0.600107,0.822467,2.94193
1.40774,0.231535,0.207028,5.37317
4.1003,1.30159,1.71695,7.55721
2.41031,0.728249,1.78103,14.5831
2.47588,0.812266,1.2182,11.4111
3.52392,1.17284,1.5808,14.2551
6.60249,2.71425,4.07002,15.4377
1.60656,0.418118,0.686129,8.19344
