P1(),P2(),P3()
2237.53,1393.43,1994.86
490.606,253.188,329.442
1054.91,596.298,677.607
819.262,364.055,293.766
729.009,315.317,316.332
581.524,308.695,433.453
3334.03,1807.15,2147.28
2742.41,1745.28,2972.62
312.89,161.684,197.632
1842.35,1091.77,1438.23
625.24,320.746,311.931
662.999,402.697,608.32
1955.46,884.516,556.811
1019.99,513.016,627.258
748.584,340.535,386.169
2084.64,1240.86,1735.04
1060.12,540.104,521.936
931.743,477.111,551.236
1173.31,575.94,478.867
1267.59,660.5,613.682
1132.85,751.962,1397.73
1360.56,714.155,695.391
6213.65,4418.64,9570.63
5843.79,4081.71,8419.72
1543.97,785.212,732.878
2084.48,1094.9,1337.6
788.324,411.947,411.252
418.348,220.986,216.126
2235.26,1053.96,970.183
1552.72,1113.42,2037.66
1325.35,649.784,545.734
1040.13,457.084,266.221
470.532,257.727,369.786
653.695,316.518,340.137
602.134,422.498,797.793
862.408,500.109,622.808
1126.43,583.016,570.325
834.437,416.835,429.718
1159.87,533.852,459.479
1133.15,576,561.539
473.563,217.862,283.515
688.024,359.701,468.252
761.897,387.052,323.716
3226.52,1628.91,1605.98
871.28,491.62,705.485
943.853,489.227,366.215
10270,6558.28,11530.3
777.626,364.603,246.234
685.317,390.412,355.523
531.783,277.346,329.351
856.576,542.125,848.817
543.5,359.391,750.217
1395.79,776.01,781.14
2293.09,1129.45,934.255
2544.02,1422.3,1647.83
974.592,575.765,819.209
1674.77,878.276,828.316
1058.85,742.172,1387.94
1389.85,691.23,589.198
1133.38,773.118,1390.51
796.348,429.856,451.596
299.13,116.493,149.716
782.604,366.435,384.429
1661.58,882.423,937.945
1149,649.334,1196.86
2148.71,1096.36,926.506
1411.85,885.133,1002.87
636.49,404.944,636.589
246.086,165.696,280.403
508.453,322.916,598.844
1288.67,682.849,720.27
346.112,173.819,277.455
682.126,346.066,273.231
2903.06,1894.88,3629.16
1571.36,846.728,705.425
1314.53,823.791,1119.22
1195.87,734.948,1227.33
534.582,296.645,297.148
1146.16,601.383,503.478
1132.21,606.2,529.653
515.684,246.759,217.116
4063.41,2000.46,1451.79
514.011,265.83,338.878
767.034,481.398,806.982
250.958,133.871,222.146
3244.46,1823.85,2212.12
709.002,430.243,579.675
619.15,344.175,550.477
2736.62,1980.37,3820.93
1138.44,631.536,971.322
600.48,321.541,427.897
1123.73,584.117,553.676
945.296,550.557,723.775
524.769,271.879,296.21
1075.07,571.827,656.429
1355.03,805.583,1123.67
284.733,168.936,191.744
1020.69,564.935,601.66
448.436,250.627,363.919
485.185,282.54,417.593
1139.34,576.948,646.772
558.167,280.19,277.214
283.519,153.438,160.55
1077.77,486.323,465.408
518.344,265.415,266.612
1539.05,958.021,1314.74
948.22,599.102,978.531
276.296,170.347,185.889
1366.35,720.059,896.462
1093.14,718.798,1435.98
1115.85,497.974,411.868
241.96,139.689,157.921
871.999,542.447,900.862
1109.57,589.528,435.7
759.024,423.647,475.762
2361.91,1093.47,749.188
1357.11,881.058,1564.52
1513.36,844.688,1012.86
1911.45,1223.49,2329.86
863.045,468.538,448.688
911.869,445.67,390.895
581.623,315.075,342.06
517.865,265.644,260.544
634.876,330.418,319.388
3773.29,2463.57,4580.75
446.599,248.841,178.001
1129.17,745.87,1350.81
532.865,275.763,366.905
1268.29,649.756,608.971
1852.2,973.064,1424.03
573.887,296.154,327.406
1561.07,912.144,1380.47
1026.9,576.848,742.852
1984.42,1118.63,1771.22
414.098,264.286,343.083
1839.74,1330.29,2650.72
3495.04,1985.67,2947.28
714.19,362.384,267.495
715.389,375.897,332.463
1281.2,789.027,1285.19
1035.12,617.931,1170.58
1514.76,801.074,587.538
1037.21,540.296,574.037
3017.99,1838.83,3012.28
1721.47,939.148,1162.38
788.133,493.348,886.512
1583.05,846.122,812.16
1097.87,798.309,1540.1
751.673,398.145,397.683
1127.47,590.698,632.54
7169.3,3937.28,5357.31
920.802,482.254,620.21
660.188,329.554,461.098
3001.99,2006.51,4127.96
686.531,372.053,458.783
1299.38,635.221,548.418
628.629,321.295,327.226
2352.06,1287.56,1365.5
346.402,225.853,304.348
1175.39,602.803,835.191
2396.05,1388.89,1776.93
3043.99,1408.78,1352.09
552.562,305.707,469.528
2114.45,1380.49,2397.71
1329.71,656.496,592.223
674.955,367.843,363.356
1760.41,1166.18,2197.07
1125.62,576.03,602.277
3140.91,1646.51,1744.63
366.557,201.057,240.389
765.62,385.267,413.142
1230.66,628.505,604.674
783.308,393.794,378.983
1353.54,822.334,1208.04
339.958,211.232,277.645
2014.67,1051.42,1237.94
3033.43,1697.53,2610.6
727.259,386.645,334.103
598.712,333.421,338.345
842.674,520.301,845.27
1481.66,721.304,716.111
1343.9,697.497,606.879
1266.13,618.632,662.625
1185.89,767.93,1423.03
254.806,126.58,162.52
393.536,186.042,202.683
852.923,481.269,627.327
835.213,484.688,644.415
702.348,414.713,512.142
509.804,265.033,404.454
919.388,547.36,1005.65
584.973,273.374,233.39
851.811,454.356,490.054
3243.84,1630.64,1447.14
2272.9,1091.77,977.266
4200.55,2878.11,5213.26
901.881,487.118,458.72
880.274,608.68,1083.27
1948.43,1006.7,877.834
448.852,258.182,436.385
739.774,399.508,484.204
1429.07,867.673,1541.89
507.87,318.267,331.377
213.887,115.577,95.9114
1336.55,911.375,1639.82
1512.08,715.084,552.186
1030.94,512.822,543.583
733.179,467.481,728.272
771.04,450.976,571.781
861.416,495.163,672.301
2725.56,1517.88,1907.16
1458.08,831.588,906.252
1577.29,839.498,958.159
1475.73,905.289,1088.13
694.035,394.413,573.102
1627.18,786.667,537.365
1289.15,845.584,1547.53
1050.49,693.258,1084.71
410.677,205.606,205.934
1610.48,809.843,975.874
1140.48,615.048,727.405
208.632,120.2,150.99
607.392,384.834,637.051
1829.27,1050.32,1456.04
2132.81,1322.28,2304.65
807.718,503.898,796.272
1736.8,920.636,1166.16
632.801,310.44,318.603
1070.79,517.673,426.976
2791.25,1401.38,1161.57
1434.08,753.6,966.805
2570.92,1352.18,1318.92
497.689,307.913,330.57
585.367,297.25,291.773
757.559,436.568,581.9
716.155,391.671,457.039
494.38,292.893,327.928
747.435,405.877,626.833
1063.02,603.837,912.053
145.586,96.5724,128.796
300.959,138.72,125.912
1010,591.977,760.083
627.776,414.322,736.169
4152.31,2774.62,5558.44
611.566,354.253,452.594
365.446,195.965,172.207
1346.81,729.282,798.386
3094.72,1574.44,1406.73
759.728,426.823,472.699
730.553,420.041,388.535
2649.82,1498.81,1982.92
568.878,267.269,284.418
585.317,302.288,272.065
975.652,563.82,892.587
1452.89,759.097,855.64
1190.61,722.76,1009.86
2548.1,1468.56,1770.31
276.042,171.218,178.066
987.108,479.867,369.575
1737.49,1052.22,1596.17
493.405,255.402,302.882
458.956,266.784,337.904
1693.18,994.184,1430.01
888.459,552.752,795.087
1059.89,557.196,666.144
2804.55,1587.26,2158.77
1250.9,589.156,628.798
609.306,389.807,649.77
1349.55,730.624,608.947
1690.1,837.846,787.793
521.326,240.261,305.379
1070.94,571.169,608.26
431.607,271.849,413.032
1001.36,654.894,1085.77
430.352,238.429,326.527
2230.55,1185.86,1158.32
2463.47,1411.68,2278.2
1331.28,793.3,1183.04
990.851,440.102,337.991
835.579,407.599,415.879
802.705,407.841,341.176
764.169,474.635,587.742
1278.32,798.415,1213.58
572.235,356.537,503.346
2516.09,1773.71,3512.59
1152.77,641.476,794.014
589.549,285.749,406.237
3675.69,1990.65,2250.34
921.225,464.15,457.106
862.567,431.217,585.054
775.331,443.662,938.816
562.909,372.231,646.458
1811.96,1000.23,1300.35
632.358,343.461,566.616
1868.15,886.223,734.805
2096.14,1147.27,1374.42
816.368,470.896,605.458
3140.99,1476.44,930.382
1138.2,540.96,465.288
1549.95,997.502,1830.1
677.335,319.13,254.125
1010.15,617.319,788.214
557.805,298.445,434.317
642.739,413.135,534.828
540.008,316.307,572.178
2300.61,1431.59,2132.57
383.308,202.702,241.912
1066.6,558.76,489.342
1931.16,1034.48,1284.17
431.373,232.279,242.796
2308.38,1640.11,3296.89
1251.51,628.923,549.326
392.156,237.045,172.359
870.103,563.609,972.502
557.692,300.196,307.678
437.346,229.782,334.496
398.635,222.584,334.178
1256.61,693.877,975.878
837.355,456.961,442.886
3629.95,2140.77,3425.33
304.989,177.582,213.821
2952.73,1461.79,1042.81
892.872,521.033,903.961
2146.43,1261.1,1521
1111.93,601.987,831.122
1403.63,783.488,940.377
759.316,517.995,803.126
841.312,416.398,292.201
2002.74,1204.89,1937.45
388.659,185.936,174.843
343.938,197.623,193.916
3181.71,2231.58,4541.19
975.715,489.109,580.587
1036.32,605.686,810.386
490.974,274.731,313.311
640.147,360.839,356.335
2411.83,1457.19,2549.95
1072.47,480.171,603.262
610.85,249.861,263.807
933.896,597.947,1303.87
5877.95,4318.07,9398.39
585.774,322.496,319.153
804.336,505.238,731.171
3382.72,1672.48,1476.6
1080.65,627.69,872.901
1649.73,1014.27,1671.51
988.942,542.595,557.973
1058.36,559.154,677.64
925.871,482.144,497.001
460.281,225.087,238.096
1212.14,652.244,844.052
893.148,483.396,455.365
491.03,245.776,257.84
1056.06,532.473,587.906
480.15,283.916,497.268
1577.06,880.643,712.079
995.107,660.632,959.868
1464.35,751.818,655.413
2326,1546.86,2430.83
286.658,171.41,240.363
897.31,497.073,549.75
712.8,314.43,263.213
913.638,497.284,789.242
668.809,296.405,298.338
1268.68,717.164,908.421
4407.1,3291.81,6922.83
153.867,104.059,95.2488
2032.48,1077.29,1096.3
931.003,485.882,326.566
472.478,234.192,178.376
910.183,556.478,957.213
229.864,126.338,170.724
563.623,334.851,376.481
2195.11,1112.64,1092.78
832.86,474.18,700.242
571.106,272.76,227.85
1083.19,481.563,400.723
2146.13,1418.06,2488.5
1418.63,710.107,763.754
961.266,546.658,822.705
579.948,326.643,558.468
1075.56,633.757,967.043
651.876,438.271,810.38
734.162,343.025,411.502
601.8,336.9,453.393
873.539,483.588,687.303
1395.63,775.428,871.576
1419,882.836,1524.18
657.426,414.96,519.841
1920.73,995.283,944.73
4527.81,2338.32,1948.92
841.65,571.484,1073.59
2425.77,1489.23,2645.66
1278.89,909.603,1597.13
1871.68,1171.4,1647.54
1484.27,797.138,678.512
1050.63,568.959,548.906
752.605,437.475,549.853
1861.53,971.971,897.962
2883.83,1826.19,3024.69
2759.99,1353.34,881.166
1566.46,790.473,788.052
223.483,144.148,123.636
570.972,306.07,418.655
1492.29,992.869,1738.88
1905.21,1095.17,1626.36
1211.21,647.113,577.553
749.32,447.389,769.172
1613.1,1017.09,1614.45
2817.57,1631.92,2207.5
1017.35,537.14,543.03
1266.7,726.007,767.451
2420.46,1234.67,1022.95
2218.62,1200.81,1257.68
1394.83,732.893,839.256
414.284,272.833,421.015
987.975,443.793,325.397
1657.41,794.588,724.041
1265.73,771.854,1086.78
756.477,458.78,380.206
3614.82,2339.15,4258.95
1726.47,840.887,693.385
2156.13,1301.51,1869.64
1364.91,793.572,1135.93
1233.52,701.38,847.748
1028.86,530.716,519.2
1946.12,1280.91,2430.22
689.744,350.821,375.856
892.801,419.67,461.558
642.151,353.075,391.828
4326.67,2190.25,2273.76
2976.33,1557.57,1677.33
1697.66,1169.17,2354.06
1252.82,598.943,464.642
597.202,272.697,220.849
910.625,437.823,547.171
411.916,202.815,255.897
2765.24,1555.12,1958.67
226.947,133.172,106.174
2038.79,1149.53,2196.2
959.364,605.614,1015.32
697.405,345.972,488.197
1944.01,1194.66,1644.32
3442.97,2528.86,5152.93
376.344,205.627,271.588
708.837,410.523,594.871
5515.08,2915.42,3154.31
626.016,334.938,643.113
3121.82,2168.03,4234.98
989.576,565.76,682.122
5331.35,3607.79,7289.79
